"id","text","date","truthRating","ratingName","author","headline","named_entities_claim","named_entities_article","keywords","source","sourceURL","link","language"
"http://data.gesis.org/claimskg/claim_review/b701ee6c-8b68-5c0a-949a-164a2488c51d","Barack Obama opposed a bill that would have saved Gianna Jessen's life.",2008-09-15,1,"FALSE","BornAliveTruth.org","Abortion survivor would have been protected under existing law","Barack Obama,Gianna Jessen,Jill Stanek,abortion,fetus,story here","Barack Obama,Gianna Jessen","Abortion","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/09/bornalivetruth-org/abortion-survivor-would-have-been-protected-under-/","English"
"http://data.gesis.org/claimskg/claim_review/ed8ad7a7-6e98-5e6e-b45b-621dc3f1409c","'At least Obama didn't marry his cousin,' as Giuliani did.",2007-07-19,3,"TRUE","Obama Girl","Giuliani's first wife was his second cousin","Amber Lee Ettinger,Barack Obama,Barelypolitical.com,I got a crush on Obama,Obama Girl,Obama Girl vs. Giuliani Girl,Regina Peruggi,Rudy Giuliani,University of Washington,YouTube,genetic counselor","","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/sep/06/obama-girl/giulianis-first-wife-was-his-second-cousin/","English"
"http://data.gesis.org/claimskg/claim_review/3134d9a2-6341-59b5-b361-f5a0ed596d71","'The fact is it's not amnesty.'",2008-01-05,3,"TRUE","John McCain","And it's no free ride","Arlen Specter,Brookings Institution,Edward M. Kennedy,John McCain,Mitt Romney,Republican,Ronald Reagan,Senate Judiciary Committee,green card,illegal immigrant,way I am","","Immigration","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jan/15/john-mccain/and-its-no-free-ride/","English"
"http://data.gesis.org/claimskg/claim_review/c8ed494a-8e97-545a-b026-ca33e4555bc0","'Hillary's baby bond proposal would give $5,000 to each of the 4-million babies born in the U.S. each year, totaling $20-billion per year, multiplied by four years = $80-billion.'",2007-11-26,1,"FALSE","Republican National Committee","RNC makes $80-billion baby bond boo-boo","Hillary Clinton,Republican National Committee","","Federal Budget","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/nov/26/republican-national-committee-republican/rnc-makes-80-billion-baby-bond-boo-boo/","English"
"http://data.gesis.org/claimskg/claim_review/c690bb6c-0e81-51c8-b781-f701ed84bca2","'He has never voted for a federal restriction on gun ownership.'",2007-09-17,3,"TRUE","Ron Paul","A consistent supporter of gun rights","District of Columbia,Ron Paul,Second Amendment,Virginia Tech massacre,background check,voice vote","","Guns","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/sep/17/ron-paul/a-consistent-supporter-of-gun-rights/","English"
"http://data.gesis.org/claimskg/claim_review/f0a3664d-159a-5cf3-aa3b-798c49ba0e51","'She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.'",2008-02-10,1,"FALSE","Barack Obama","That's not the actual quote","Alexandria,Barack Obama,Hillary Clinton,Tim Russert,bill. Clinton","","Bankruptcy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/feb/11/barack-obama/thats-not-the-actual-quote/","English"
"http://data.gesis.org/claimskg/claim_review/4aebaea2-4349-5a86-a3c8-31f9e86d0a5c","E-mail quotes Maureen Dowd column that Obama has received suspicious contributions from Saudi Arabia, Iran and China.",2008-07-08,1,"FALSE","Chain email","Fake column spreads unfounded claims","Barack Obama,Barry Goldwater,Iran,Maureen Dowd,Saudi Arabia,Thomas Moore,a man,blog is,chain e-mail,computer animation","Iran,Maureen Dowd,Saudi Arabia","Ethics","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jul/08/chain-email/fake-column-spreads-unfounded-claims/","English"
"http://data.gesis.org/claimskg/claim_review/693e5a26-b07e-50ce-9cb0-908de67b6bea","'About 40 percent of Hispanic homeowners have subprime mortgages.'",2007-09-09,3,"TRUE","Hillary Clinton","Black and Hispanic homeowners have more subprimes","Hispanic,Home Mortgage Disclosure Act,Univision,non-Hispanic whites,subprime lending","Hispanic","Economy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/sep/10/hillary-clinton/black-and-hispanic-homeowners-have-more-subprimes/","English"
"http://data.gesis.org/claimskg/claim_review/5a4f7e27-ee51-5177-acc1-1248c2b4ee7d","Every year tobacco kills more Americans than did World War II — more than AIDS, cocaine, heroin, alcohol, vehicular accidents, homicide and suicide combined.",2009-06-18,3,"TRUE","George Will","Claims that smoking kills more people annually than other dangerous activities combined","American Cancer Society,Centers for Disease Control and Prevention,Food and Drug Administration,George Will,Smoking kills,State Children's Health Insurance Program,U.S. Census Bureau,Washington Post,Washington, D.C,World War II,cocaine,heroin,it it,second-hand smoke,smoking kills","World War II,cocaine,heroin","Consumer Safety","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/jun/29/george-will/claims-smoking-kills-more-people-annually-other-da/","English"
"http://data.gesis.org/claimskg/claim_review/c474413f-8eec-5d22-9588-7f44056d4aa0","'Nancy Pelosi wants a Windfall Tax on Retirement Income.'",2009-01-12,1,"FALSE","Chain email","Bogus e-mail is wrong about Pelosi and 'windfall profits' from stocks","FactCheck.org,Nancy Pelosi,PolitiFact,Snopes.com,Truthorfiction.com,Windfall Tax,capital gains tax,chain e-mail,like viruses,windfall profits tax,windfall tax","Income,Nancy Pelosi,Windfall Tax","Taxes","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/feb/11/chain-email/Pelosi-windfall-profits-stocks-email/","English"
"http://data.gesis.org/claimskg/claim_review/44231a09-80bf-5726-85e9-84fbb6f93c51","'When I was in college, we used to take a popcorn popper . . . and we would fry squirrel.'",2008-01-18,3,"TRUE","Mike Huckabee","It tasted like chicken","Krispy Kreme,MSNBC,Mika Brzezinski,Mike Huckabee,Ouachita Baptist University,PolitiFact,biscuits and gravy,corn on the cob,em!' he,popcorn popper,skillet","","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/feb/07/mike-huckabee/it-tasted-like-chicken/","English"
"http://data.gesis.org/claimskg/claim_review/5388fda2-fea6-5731-9d57-8536f5dd604a","'We spend more on health care than any other country, but we're ranked 47th in life expectancy and 43rd in child mortality.'",2008-08-13,3,"TRUE","Democratic National Committee","U.S. spends more on health care, not necessarily healthier","CIA,Democratic National Committee,Japan,Kaiser Family Foundation,Luxembourg,U.S. Census Bureau,World Factbook,World Health Organization","","Health Care","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/aug/25/democratic-national-committee/us-spends-more-on-health-care-not-necessarily-heal/","English"
"http://data.gesis.org/claimskg/claim_review/bc5d19c8-a7b1-557b-a9e1-ccdfdbf9234a","Barack Obama wants to 'unilaterally disarm our nation.'",2008-05-21,1,"FALSE","Chain email","Obama wants to reduce stockpiles, not disarm","American Enterprise Institute,Barack Obama,Bill Clinton,Cold War,Gary J. Schmitt,Gerald Ford,Henry A. Kissinger,Henry Sokolski,Iowa caucuses,Iraq,John Edwards,Kissinger,Nonproliferation Policy Education Center,Richard Nixon,Ronald Reagan,Russia,Sam Nunn,Senate Armed Services Committee,Snopes,Sokolski,U.S. Senate Armed Services Committee,William J. Perry,YouTube,arsenal,chain e-mail,don't take money,fissile,future combat systems,pacifist,play it,quadrennial defense review,secretary of state,the chain,weapons of mass destruction,what you're","Barack Obama","Military","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jul/15/chain-email/obama-wants-to-reduce-stockpiles-not-disarm/","English"
"http://data.gesis.org/claimskg/claim_review/bb2b1df6-0d8b-55bd-b855-9318f7dd6937","Obama 'has no experience or background at all in national security affairs.'",2008-04-03,1,"FALSE","John McCain","Saying 'no experience' is no fair","Barack Obama,George W. Bush,Hezbollah,India,Iraq,Israel,Joe Biden,John McCain,MSNBC,NATO,Richard G. Lugar,Rock Island Arsenal,Senate Armed Services Committee,Ukraine,Vietnam war,White House,nuclear proliferation","","Foreign Policy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/apr/03/john-mccain/saying-no-experience-is-no-fair-/","English"
"http://data.gesis.org/claimskg/claim_review/d13ddd05-de24-5f04-bdd1-1c87538ec977","'The Clintons now charge the Secret Service $10,000 monthly rent for the use of (a) Secret Service residence and that rent is just about equal to their mortgage payment.'",2007-09-17,1,"FALSE","Chain email","The Clintons don't receive money from Secret Service","Chappaqua,Hillary Clinton,New York Post,Philippe Reines,White House,chain e-mail","","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/oct/20/chain-email/the-clintons-dont-receive-money-from-secret-servic/","English"
"http://data.gesis.org/claimskg/claim_review/9a128552-c802-5562-b659-949fe1ea9344","'In the African-American community today, 68 percent of kids born are born out of wedlock.'",2007-11-28,3,"TRUE","Mitt Romney","Astouding number, but it's right","Hispanic","","Families","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/nov/28/mitt-romney/astouding-number-but-its-right/","English"
"http://data.gesis.org/claimskg/claim_review/513b4c79-2846-5384-ac9e-52e70e2331f0","'I don't do earmarks. I've never done one. I'm not going to do one.'",2009-03-12,3,"TRUE","John Boehner","Yes, Rep. John Boehner has never asked for earmarks","Conference Chairman,Eric Cantor,House Minority Leader,Indiana,John Boehner,Mike Pence,Mitch McConnell,Republican,Senate,Steve Ellis,Taxpayers for Common Sense,earmarks,omnibus bill,omnibus spending bill","","Federal Budget","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/mar/16/john-boehner/rep-john-boehner-earmark-free/","English"
"http://data.gesis.org/claimskg/claim_review/99df23f1-accd-5042-98c6-098bff38ee01","John Holdren, director of the White House Office of Science and Technology Policy, 'has proposed forcing abortions and putting sterilants in the drinking water to control population.'",2009-07-22,1,"FALSE","Glenn Beck","Glenn Beck claims science czar John Holdren proposed forced abortions and putting sterilants in the drinking water to control population","David Vitter,Fourteenth Amendment,Glenn Beck,John Holdren,Office of Science and Technology Policy,Paul Ehrlich,United States Constitution,White House,White House Office of Science and Technology Policy,abortion,birth control,but not,global warming","John Holdren,Office of Science and Technology Policy,White House,White House Office of Science and Technology Policy","Abortion,Pundits","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/jul/29/glenn-beck/glenn-beck-claims-science-czar-john-holdren-propos/","English"
"http://data.gesis.org/claimskg/claim_review/9052f8d7-8754-5ca6-a4db-62a10b6780be","Sarah Palin 'already has more executive experience' than Barack Obama and Joe Biden 'combined.'",2008-08-31,3,"TRUE","Rudy Giuliani","""""Executive"""" makes it right","2000 U.S. Census,Alaska,Alaska Oil and Gas Conservation Commission,CBS,CNN,Frank Murkowski,Fred Meyer,John McCain,Republican,Rudy Giuliani,Sarah Palin,University of Idaho,Wasilla,all-terrain vehicle,s town","Barack Obama,Joe Biden,Sarah Palin","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/sep/02/rudy-giuliani/executive-makes-it-right/","English"
"http://data.gesis.org/claimskg/claim_review/880ec47b-672e-548b-813b-d506fd9192db","'I have a perfect voting record from organizations like the Veterans of Foreign Wars, the American Legion and all the other veterans service organizations.'",2008-07-07,1,"FALSE","John McCain","Not perfect with all the veterans","American Legion,Disabled American Veterans,GI Bill,GI bill,Iraq and Afghanistan Veterans of America,Iraq war,Jim Webb,John McCain,Veterans of Foreign Wars,Vietnam Veterans of America,VoteVets.org,a man,political action committee,to show","American Legion,Veterans of Foreign Wars","Veterans","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jul/17/john-mccain/not-perfect-with-all-the-veterans/","English"
"http://data.gesis.org/claimskg/claim_review/6be5f817-0dcc-5549-bb18-7e603f58c7af","Obama's tax plan cuts taxes 'for 95 percent of all working families.'",2008-09-17,3,"TRUE","Barack Obama","A credit for workers cuts taxes for middle class","Barack Obama,Bob Williams,Bush tax cuts,Elko, Nev,Internal Revenue Service,Tax Policy Center","","Taxes","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/sep/18/barack-obama/a-credit-for-workers-cuts-taxes-for-middle-class/","English"
"http://data.gesis.org/claimskg/claim_review/16880d30-56d1-5ea6-bf1b-f2d5b342a06b","'It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.'",2007-12-12,3,"TRUE","Ron Paul","So true, he's understating it","Carolyn Washburn,Jimmy Carter,No Child Left Behind,No Child Left Behind Act,Republican,Ron Paul,Ronald Reagan,White House,but not,inflation-adjusted,libertarian","","Education","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/dec/19/ron-paul/so-true-hes-understating-it/","English"
"http://data.gesis.org/claimskg/claim_review/f4c6b409-7f65-52f5-8c02-200e72db047e","'One man opposed a flawed strategy in Iraq. One man had the courage to call for change. One man didn't play politics with the truth.'",2007-10-01,3,"TRUE","John McCain","He told you so!","American Research Group,Dick Bennett,Donald Rumsfeld,Iraq,John McCain,Mitt Romney,NBC,Republican,Time is not on our side,neat,war in Iraq","Iraq","Iraq","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/oct/02/john-mccain/he-told-you-so-/","English"
"http://data.gesis.org/claimskg/claim_review/a60fa805-575c-589a-af3c-a9d31829b4bc","Says Clinton did not read the National Intelligence Estimate before voting for the Iraq war.",2008-03-01,3,"TRUE","Barack Obama","When a briefing isn't as good as a book","Barack Obama,Bob Graham,CIA,Cold War,D-Fla,Don van Natta Jr,George Tenet,Gulf of Tonkin resolution,Hillary Clinton,Hillary Rodham Clinton,Iraq,Jeff Gerth,National Intelligence Council,National Intelligence Estimate,Robert C. Byrd,Saddam Hussein,Senate Intelligence Committee,Senate Select Committee on Intelligence,Soviet Union,Tim Russert,U.S. Capitol,Vietnam War,West Virginia,Westerville, Ohio,White House,director of National Intelligence,intelligence community,pre-emptive war,the chairman,the power,war in Iraq,weapons of mass destruction","Iraq war,National Intelligence Estimate","Iraq","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/mar/03/barack-obama/when-a-briefing-isnt-as-good-as-a-book/","English"
"http://data.gesis.org/claimskg/claim_review/f0e0fdda-f5fc-5853-b649-d81510316efa","'Currently, we're at 36 percent of our children born out of wedlock.'",2007-09-05,3,"TRUE","Sam Brownback","He's got the right number","Hispanic,National Center for Health Statistics","","Families","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/sep/03/sam-brownback/hes-got-the-right-number/","English"
"http://data.gesis.org/claimskg/claim_review/ba9b4afd-203a-5f37-9e79-4d5af6059049","'NATO hasn't provided enough troops (in Afghanistan) because they are still angry about us going into Iraq.'",2008-05-13,3,"TRUE","Barack Obama","Government report backs up Obama","Afghanistan,Barack Obama,British House of Commons,Congressional Research Service,Council on Foreign Relations,Dan K. McNeill,Georgetown University,German Marshall Fund,Iraq,Iraq war,Middle East,NATO,Pentagon,Pentagon news,Robert Gates,U.S. invasion of Iraq,al-Qaida,war in Afghanistan,war in Iraq","Afghanistan,Iraq,NATO","Military","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/may/19/barack-obama/government-report-backs-up-obama/","English"
"http://data.gesis.org/claimskg/claim_review/73d6078f-3c58-5026-a62d-1abeb518ad34","As secretary of the Department of Energy under former President Bill Clinton, 'I created reserves of home heating oil.'",2008-01-05,3,"TRUE","Bill Richardson","He did as he was asked","Bill Clinton,Bill Richardson,Bureau of Labor Statistics,Energy Information Administration,Kuwait,New Hampshire,New Mexico,OPEC,PolitiFact,Saudi Arabia,Strategic Petroleum Reserve,heating oil,hit $1","Bill Clinton","Energy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jan/06/bill-richardson/he-did-as-he-was-asked/","English"
"http://data.gesis.org/claimskg/claim_review/00fb777b-fce1-5dbc-9ae6-8772ab7a296c","'I was pretty proud of being the only guy on the stage that ever had a job in the private sector.'",2008-01-25,1,"FALSE","Mitt Romney","He should check their resumes","2002 Winter Olympics,Bain Capital,Bracewell & Giuliani,Giuliani Partners,KBSC-TV,Mike Huckabee,Mitt Romney,Patterson, Belknap, Webb and Tyler,Pine Bluff, Ark,PolitiFact,Ron Paul,Rudy Giuliani,Texarkana, Ark,obstetrician,venture capital","","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jan/25/mitt-romney/he-should-check-their-resumes/","English"
"http://data.gesis.org/claimskg/claim_review/79e45da4-f92d-579a-ac6f-01ea3940d6a2","The stimulus bill contains '$20 million for the removal of small to medium-sized fish passage barriers' and '$25 million to rehabilitate off-roading trails for ATVs.'",2009-02-03,3,"TRUE","Mike Pence","Stimulus has money to help fish, off-roaders","Bureau of Land Management,Mike Pence,Republican,U.S. Fish and Wildlife Service,https,off-road vehicle,off-roading,shovel ready","off-roading","Economy,Federal Budget,Stimulus","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/feb/04/mike-pence/stimulus-has-money-help-fish-roaders/","English"
"http://data.gesis.org/claimskg/claim_review/3bd7be72-9881-5c17-bfe1-bd792d97565c","John McCain 'said publicly that Hillary Clinton would make a good president.'",2008-02-05,3,"TRUE","James Dobson","McCain knew it would get him in trouble","Baghdad,Focus on the Family,Hillary Clinton,James Dobson,John Kerry,John McCain,Laura Ingraham,Republican,Tim. We,spoonful of sugar","Hillary Clinton,John McCain","Elections","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/feb/14/james-dobson/mccain-knew-it-would-get-him-in-trouble/","English"
"http://data.gesis.org/claimskg/claim_review/e25b7523-40c1-5737-94ff-42718e017dad","John McCain's health care plan 'won't guarantee coverage of cancer screenings or maternity care.'",2008-10-24,3,"TRUE","Planned Parenthood","Few """"guarantees"""" in McCain's plan","Commonwealth Fund,John McCain,Planned Parenthood,Planned Parenthood Action Fund,attack ad,health insurance,tax exemption","John McCain","Health Care","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/27/planned-parenthood/few-guarantees-in-mccains-plan/","English"
"http://data.gesis.org/claimskg/claim_review/d107a5f0-adcc-5c39-b612-a401b92fe750","'Even with recent changes, the average hourly wage at General Motors is still $75 an hour.'",2008-11-19,1,"FALSE","Spencer Bachus","Big Three hourly wages inflated","Bureau of Labor Statistics,Chrysler,Dziczek,General Motors,House Financial Services Committee,Spencer Bachus,Toyota,United Auto Workers,compensation,employee benefit,health insurance","General Motors","Transportation","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/jan/14/spencer-bachus/big-three-wages-inflated/","English"
"http://data.gesis.org/claimskg/claim_review/938082d1-9192-5c73-b47b-6decfcdd3470","'Palin (proposed) a $150 bounty for the severed foreleg of each killed wolf.'",2008-09-26,3,"TRUE","Defenders of Wildlife Action Fund","Palin endorsed wolf bounty","Alaska,Alaska Department of Fish & Game,Defenders of Wildlife,Frank Murkowski,Sarah Palin,Tim Barry,caribou,to show","","Environment","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/01/defenders-wildlife-action-fund-defenders-wildlife-/palin-endorsed-wolf-bounty/","English"
"http://data.gesis.org/claimskg/claim_review/2eca61e1-3419-5c2f-86da-6fd35588084a","'There are no similar clips of Newt Gingrich talking about how ineffective President Bush was in trying to control North Korea.'",2009-04-06,1,"FALSE","Lawrence O'Donnell","O'Donnell alleges Gingrich laid off Bush, record indicates otherwise","Countdown  with Keith Olbermann,Fox News Sunday,Hannity & Colmes,Huffington Post,Iraq,Kim Jong-il,Lawrence O'Donnell,MSNBC,Newt Gingrich,North Korea,O'Reilly Factor,West Wing,White House,great moment,nuclear weapon,time North Korea,to show","Newt Gingrich,North Korea","Foreign Policy,Pundits","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/apr/07/lawrence-odonnell/odonnell-alleges-gingrich-laid-bush-record-indicat/","English"
"http://data.gesis.org/claimskg/claim_review/48b9fe26-5850-57fd-9fe9-b5812c9d5ebc","'More people in this country have seen UFOs than I think approve of George Bush's presidency.'",2007-10-30,1,"FALSE","Dennis Kucinich","Bush beats aliens by 16 points","Associated Press,Dennis Kucinich,Halloween,Shirley MacLaine,Tim Russert,UFO,paranormal,unidentified flying object","George Bush","Bush Administration","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/oct/31/dennis-kucinich/bush-beats-aliens-by-16-points/","English"
"http://data.gesis.org/claimskg/claim_review/d72e0103-56b9-5760-9849-879149afbd91","'There has been no net global warming for over a decade now.'",2009-04-01,1,"FALSE","Cato Institute","Cato Institutes claim on global warming disputed by most experts","Anastasios Tsonis,Barack Obama,Cato Institute,Gavin Schmidt,Global warming,IPCC,Intergovernmental Panel on Climate Change,NASA,NOAA,National Climatic Data Center,What if I said,cherry picking,climate change,global warming,libertarian,linear,now. After,vegetarianism","global warming","Climate Change,Environment","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/apr/01/cato-institute/cato-institutes-claim-global-warming-disputed-most/","English"
"http://data.gesis.org/claimskg/claim_review/e8a20d64-4aaf-517c-80f0-40f5941564d9","Barack Obama said 'he's going to attack Pakistan and embrace (Iranian President Mahmoud) Ahmadinejad.'",2008-02-10,1,"FALSE","George W. Bush","Bush gets Obama wrong on foreign policy","Afghanistan,Barack Obama,CNN,CNN/YouTube debate,Chris Wallace,Cuba,George W. Bush,Hillary Clinton,Iran,Iraq,Israel,John McCain,Mahmoud Ahmadinejad,North Korea,Pakistan,Republican,South Carolina,Syria,Taliban,The speech,Venezuela,Woodrow Wilson International Center for Scholars,president of the United States,state-sponsored terrorism,the Holocaust,world of","Barack Obama,Pakistan","Foreign Policy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/feb/12/george-w-bush/bush-gets-obama-wrong-on-foreign-policy/","English"
"http://data.gesis.org/claimskg/claim_review/9565a41f-3160-503b-9dd2-2fb14fa42362","'Our National Guard, as we saw in the Midwest flooding, can't function as effectively as it could. I was talking to National Guard representatives. Fifteen of their 17 helicopters in this region were overseas during the flooding.'",2008-06-25,1,"FALSE","Barack Obama","No shortage of choppers for floods","Afghanistan,Barack Obama,Bush administration,Illinois National Guard,Iowa National Guard,Iraq,Iraq war,John McCain,Kosovo,Missouri National Guard,Sinai Peninsula,Tommy Vietor,World War II,war on terrorism","","Iraq","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jul/09/barack-obama/no-shortage-of-choppers-for-floods/","English"
"http://data.gesis.org/claimskg/claim_review/84ae1c86-7d22-5db6-bce7-71d41dd9f651","'She flunked the D.C. bar exam.'",2008-01-24,3,"TRUE","Chain email","She failed, then followed Bill","Bill Clinton,Carl Bernstein,Dick Morris,Hillary Clinton,University of Arkansas,Washington, D.C,Watergate,chain e-mail","","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/feb/15/chain-email/she-failed-then-followed-bill/","English"
"http://data.gesis.org/claimskg/claim_review/fd26e259-e29f-53e7-bf5e-7e9939a7efa0","'Iraq is costing each household about $100 a month.'",2008-03-20,3,"TRUE","Barack Obama","Yes, families pay more for Iraq war than cable","Afghanistan,Barack Obama,Carl Sagan,Center for Strategic and Budgetary Assessments,Clinton administration,Congressional Research Service,Harvard University,Hillary Clinton,Iraq,Iraq war,Joseph E. Stiglitz,Pentagon,Three Trillion Dollar War,billions and billions,the speech,think tank","Iraq","Iraq","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/apr/01/barack-obama/yes-families-pay-more-for-iraq-war-than-cable/","English"
"http://data.gesis.org/claimskg/claim_review/d4d39c0c-56ba-5ad0-a36e-16e9335f4f0a","'John wasn't this raging populist four years ago' when he ran for president.",2007-11-08,1,"FALSE","Barack Obama","Edwards tagged 'populist' early on","Barack Obama,David Brooks,John Edwards,New Hampshire,PolitiFact.com,U.S. Senate,University of North Carolina at Chapel Hill,economic inequality","","Job Accomplishments","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2007/nov/19/barack-obama/edwards-tagged-populist-early-on/","English"
"http://data.gesis.org/claimskg/claim_review/09c30908-f2c0-5cf3-94da-5e447ea1b7d2","McCain has switched to Obama's position on more troops to Afghanistan.",2008-07-19,3,"TRUE","Barack Obama","Ground conditions have changed, too","Afghanistan,Barack Obama,Iraq,John McCain,NATO,Pakistan,Taliban,The speech,Washington, D.C,Woodrow Wilson International Center for Scholars,aNew,but not,counterinsurgency,counterterrorism,rules of engagement,then you,war on terror","Afghanistan","Foreign Policy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jul/22/barack-obama/ground-conditions-have-changed-too/","English"
"http://data.gesis.org/claimskg/claim_review/47d579ff-843d-5544-8802-e04a11e25968","Says Obama opposes offshore drilling and a gas tax holiday.",2008-06-25,3,"TRUE","John McCain","James Bond-inspired ad is on target about drilling and gas taxes","Barack Obama,Dr. No,Electric Car,Gas Tax Holiday,James Bond,John McCain,Labor Day,Memorial Day,Offshore drilling,a bad,gas tax holiday","gas tax holiday","Energy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/jun/27/john-mccain/james-bond-inspired-ad-is-on-target-about-drilling/","English"
"http://data.gesis.org/claimskg/claim_review/681814c5-507d-5201-a558-d4817122cf46","'He's promising four more years of an administration that will push for the privatization of Social Security...'",2008-04-14,1,"FALSE","Barack Obama","Not the same old Bush plan","AARP,Associated Press,Barack Obama,Douglas Holtz-Eakin,John McCain,Republican,Social Security,but not,going broke","Social Security","Economy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/apr/16/barack-obama/not-the-same-old-bush-plan/","English"
"http://data.gesis.org/claimskg/claim_review/d702823a-2291-52c2-bf6e-86f20a63f402","'We spend twice as much per capita on health care as any other nation on Earth.'",2009-08-19,1,"FALSE","Bernie Sanders","Sanders says U.S. doubles every other country in per capita health spending","Austria,Belgium,Bernie Sanders,Canada,Denmark,France,Germany,Iceland,Luxembourg,MSNBC,Malta,Monaco,Netherlands,Norway,OECD,Organization for Economic Cooperation and Development,Rachel Maddow,San Marino,Sweden,Switzerland,United Nations,World Health Organization,health care,health care spending in the United States,health care, ranking,public health","","Health Care","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2009/aug/20/bernie-sanders/sanders-says-us-doubles-every-other-country-capita/","English"
"http://data.gesis.org/claimskg/claim_review/73e363cf-dcfa-55e4-a543-7dab2816b5d7","'If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.'",2008-10-10,1,"FALSE","Chain email","The truth fades into the background","Alice Palmer,Are you now or have you ever been,Barack Obama,But not,Chicago Annenberg Challenge,Columbia University,Constitution of the United States,FBI,Greenwich Village,Kalijarvi,Mark Riley,Mark Zaid,Odenton,Odenton, Md,Standard Form 86,University of Chicago Law School,University of Illinois at Chicago,Washington, D.C,Weathermen,William Ayers,chain e-mail,pipe bomb,the Internet,totalitarian","Barack Obama,FBI,William Ayers","Candidate Biography","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/oct/17/chain-email/the-truth-fades-into-the-background/","English"
"http://data.gesis.org/claimskg/claim_review/bc0b4d5c-605e-5dae-9231-adc122ca920d","Obama said his proposed $1,000 emergency energy rebate 'will be enough to offset the increased cost of gas for a working family over the next 4 months.'",2008-08-01,3,"TRUE","Barack Obama","Obama right about increased energy costs","Barack Obama,natural gas,propane,the price","000 emergency","Energy","politifact","http://www.politifact.com","http://www.politifact.com/truth-o-meter/statements/2008/aug/01/barack-obama/obama-right-about-increased-energy-costs/","English"
